respID,stateChar,stateNum,whereLive,religion,religionOther,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther
R_3MrEcMMiWGKObR8,KY,20,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_9NVjzMWaQuyTe5X,VA,54,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_24M2k5gmUGwURJG,WA,56,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3frY1RcIde1bTFZ,TN,50,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1EiGxnnomP5Xwfh,MO,30,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2pLztOVjsgo8Psc,NC,38,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_32XVj9cv1PTNFBY,TN,50,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2wKMU4g1CXVa5gF,KY,20,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3MmozFoVyGtsAjH,OH,41,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_2azd963q3yeLY6J,OH,41,Suburb,Other,,,,European/Causasian,,,,,,
R_1N8lntSkJ4ENAoL,DE,9,Rural area,Jewish,,,,European/Causasian,,,,,,
R_1g2qtskB0BkPeEG,FL,11,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1H1NbShSGRATF2y,WA,56,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2e3bNg59UzGLhXD,NY,37,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2U8YYAqCfpXnn8x,GA,12,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_74i3Sjczb5L5sHf,KS,19,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,,,,Caucasian
R_1LdsvF13WDD6A3F,CA,6,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3GAPxmSoeB7z7Xk,CA,6,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3FRkFv03fRFNLO9,NJ,35,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1i8s7CfdNMR4cot,IL,16,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_TcL2KQ6oPrMEuvT,WI,58,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_27HlwWfsq45iuWk,NY,37,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3fxwyY4YQf4hCtA,NY,37,City,Jewish,,,,European/Causasian,,,,,,
R_Rn5nCuASgql5Kb7,CA,6,City,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_BD6Cdbeth4lCxyN,MS,29,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1nVY2RA7kkgSvra,NV,33,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_PIOIj5nJjSYgQIp,TX,51,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_SDVUSzAKQIYYlLX,PA,45,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_ai99GUKfyET5i37,WA,56,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_31HHE7vEZauK32K,WA,56,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2zZr7CooYiFgECe,WI,58,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2eb9KGkN9H2rYo0,NY,37,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_1FbNGCrjKL2xP9C,NH,34,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_Q9WxQ6fkqPaxOjT,TX,51,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2wRHvakHVVnEMK7,AZ,4,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_AuhUJBsYhfMxTWh,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_428ry4S7jaqRwVb,,,City,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_XzyzwieSOj5PFZf,IN,17,Suburb,Buddhist,,,,European/Causasian,,,,Native American,,
R_spUlldNRzcjBfKF,FL,11,Rural area,"Christian (Catholic, Protestant, etc.)",,,Asian,,,,,,,
R_rr5NXASKq3OuD1D,VT,53,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_vB8iKaXtJLp0SRP,AZ,4,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_vivIKUrEZqkbVqV,SC,48,Suburb,Muslim,,,Asian,,,,,,,
R_2lX4v934Imxqn6l,MS,29,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_0fAON9kB9aNidcR,CA,6,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3G395r2wkZqt5zc,VA,54,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2OJYQR6e0GvtoGc,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,,,,White/Caucasian
R_Di2QqALbpCIMsHT,TX,51,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_31B4AYKeP4vRsUG,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_tZ3nrhgJQujnurn,MI,26,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2YtPEFareAZu7jo,NM,36,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1gFQeXi9jca5hdg,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_5aI59E4HSn1XVcJ,NY,37,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2pJGiQ3IUL0pI8C,TX,51,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1duZAoMTL0MCiN9,NY,37,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,Asian,,,,,,,
R_0jiezOScUcjLHih,NY,37,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,Native American,,
R_6fzZxfi8VNB1OC1,AZ,4,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3pbFdFEq8eGmBD9,,,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_1Do4d6nWLXSH2Sd,MD,23,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2ypc5UpPs1YmUYc,GA,12,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_Zm0S3dtfBNaMFVv,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_307xiouvUwgoPOY,OH,41,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3t1DJylbSEbPv7b,MD,23,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_a5xpFFq1quAOLQd,GA,12,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_28UJC5tLsIqtlVz,NV,33,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1pWDrjN24jqfKFY,TX,51,Rural area,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_10vKTj2nF7nMV86,FL,11,City,Jewish,,,,,,,,,,white
R_3fNMTcEkiWex6py,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,Asian,,,,,,,
R_27kfPgNK2wA8MVo,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_vCarQLC43YGFXEt,PA,45,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3j8TK971XvyzMb1,MA,25,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1Cra3U8cWiyw4AD,AR,5,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1BXJ81kqSmNo6Qj,IA,18,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1GUZvuS0ASaAByX,TN,50,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2COkgoCY1RdO7OT,NY,37,Rural area,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_3FOOkC0HJdjIJ9H,VA,54,Rural area,Hindu,,,,European/Causasian,,,,,,
R_1ITadpGFQDzs5U6,CA,6,City,Spiritual practice not associated with a specific religion,,African American or Black,,,,,,,,
R_3hlNKNINZ09EpOq,AR,5,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2tJZob0Gw61ACCG,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_PzbcYNMeDKOn1ER,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1CC61e1gpWIVM6j,MI,26,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1IFZwBBFj6JrFxs,TX,51,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2pVsuKhmFFvndKr,FL,11,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_31vCqmHfiMeq13u,MO,30,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_DA9X2QtwRLffTLX,WI,58,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,Native American,,
R_1CfpmQvEJvY3oaF,MD,23,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_DhF1uhCcp9FcTh7,PA,45,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2TsLlHelEkkwF40,CA,6,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_12KgPg8HxXTMGng,FL,11,City,Buddhist,,,,European/Causasian,,,,,,
R_2aRVHnobxjE2vV4,MN,28,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2WC15WIrtWyasgz,CT,8,Rural area,Buddhist,,,,European/Causasian,,,,,,
R_SOXSQosEgmPxSFz,TX,51,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1msIHifTP8eq3Du,OH,41,City,Other,atheist,,,European/Causasian,,,,,,
R_3NDHxOJN3IGGGzd,TN,50,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3k5714me22pApm8,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_USkQHiNqzCq1r5n,IA,18,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_u9VZiV6jop77aY9,WY,59,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_11gtRJWWqfxE24p,OK,42,Rural area,"Christian (Catholic, Protestant, etc.)",,,,,,,,Native American,,
R_ug1w1oqnQg2caNb,IL,16,City,Muslim,,,,,Indian,,,,,
R_3iLrd1tadSe7HoD,IL,16,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3JISWJMWw0nt88a,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1FPw8a5IM3RQoXb,FL,11,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_rl7IYQtrht5ogut,OH,41,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3huaU0KLGa7ETmv,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_12hXJdI38rCQgly,MT,31,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3n7pMawcrrwwfQY,LA,21,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,Native American,,
R_2wNwrUJPs1WQHxR,WI,58,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3nJ0BMnuYeB8Am2,WV,57,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_9GEVRxJvKLsoHLz,DC,10,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_8zUuw6z7wav1xjb,NY,37,Suburb,Jewish,,,,European/Causasian,,,,,,
R_3qfi943Q2KKV0c3,KY,20,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3NwTIhXXz4Tmij6,IL,16,City,Other,Wicca,,Asian,European/Causasian,,,"Latino, Hispanic, or Spanish",,,
R_2qlMmtmZNKsazAE,PA,45,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3kBXSlcEE7qKRYv,AZ,4,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_9FtrT50mb55utCF,MO,30,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3Kw3ZhVVUp7M3P5,WA,56,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_12FFAdKluMetaEc,DC,10,City,Spiritual practice not associated with a specific religion,,African American or Black,,,,,,,,
R_2rO6AxFd05FXs4C,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2fvyKnl7ntP1jzJ,NJ,35,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2bNsBAzSEzUXNKx,NM,36,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_AgPe8fDvXUDeqvD,WV,57,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3QXWFQ4M3lh6HNV,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3CHs0Egnc2F5gtv,DE,9,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1jV3JgkDSJ0lfr3,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1gBdUyeU7cRTMfu,NC,38,City,Do not actively practice a particular religion,,African American or Black,,,,Middle Eastern,,,,
R_1i8NLDJ42yO7moF,GA,12,Rural area,Other,Paganism,,,European/Causasian,,,,,,
R_3pnZvSu7MDxjpEI,OR,43,City,Do not actively practice a particular religion,,African American or Black,,European/Causasian,,,,,,
R_2XplDNvfrnaDXR7,MI,26,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3EAU5dPDobBupOl,AZ,4,City,Do not actively practice a particular religion,,,,,,,,Native American,,
R_2VNHaJcwGuYIfpn,CA,6,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_QiHmenP6Ct01zZD,TX,51,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_01HH2FBLhEjf1fP,WA,56,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_3DtlQDLk7kpOFQl,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3ikUXCj7C3RZNxG,FL,11,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2WwXpDDnYmeWCSC,CA,6,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_2OJW3jicQKfIQSf,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_bJYHFHNiLuB7TP3,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,,,,,Native American,,
R_12D8Mtr3hHQEnUs,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1rukb5XDQTstAlo,TN,50,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3NLhAiCwmWgMKPP,CA,6,City,Other,atheist,,,European/Causasian,,,,,,
R_3iI5lVBKiQ9apIR,MI,26,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3LdtuGVQB4MrYAy,MA,25,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3ea95Yxsr8mZlA3,TX,51,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3fpBO0dtLilxB5Z,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_33fBu1sLODKtXm8,NC,38,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_21vTTuP0leFR5Zd,TX,51,City,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_3qZI9FiFBf4lxuf,WI,58,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_SMM6eQtD9SdExtT,MD,23,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_A6GzcWABIi15jAB,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2znAEVpAvuaAVWO,CA,6,Suburb,Do not actively practice a particular religion,,,Asian,,,,,,,
R_1DALHddDtSjQnE6,VA,54,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_barxO912Zqyur2V,MA,25,Suburb,"Christian (Catholic, Protestant, etc.)",,,Asian,,,,,,,
R_2rCIk6xleqwNOFn,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1gSlZCqA9z0BhXP,MA,25,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2pQ1EP3h3Xahmz1,CA,6,Suburb,Muslim,,,,European/Causasian,,,,,,
R_1ozM6TWPoyx03IX,WA,56,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2z6eUS2f8t2g481,MA,25,Suburb,Jewish,,,,European/Causasian,,,,,,
R_2w5qcBe6oOZnaIQ,UT,52,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3GkA1dq5bwdPogY,MD,23,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_vMjDVjLFYpFJ6zT,MD,23,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1QLuNAvNrhK6tZk,NH,34,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_9F5YKv6YJnG3Dwd,OH,41,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3kHfnOzmZA9QhuU,NJ,35,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_Oezy9HtnNmfm1Bn,FL,11,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_OfjjYk49ZCtpCb7,OK,42,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_27NyIdxC3Ns8oS6,VA,54,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1K850Sh17PFrro8,CA,6,Suburb,Do not actively practice a particular religion,,,Asian,,,,,,,
R_pM0OOrzVfLlN6NP,MD,23,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_4HnFZgMrtdX0Wzv,FL,11,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3KJw9sYK6ePR2wT,MO,30,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_r0G3F4lW49FGiVr,NH,34,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_A0D24Uh9rHe8DtL,CA,6,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_2TSrYGgreJP4PuO,TX,51,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1FvPLr4ZP6FC9Cp,GA,12,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_21BrB0n5hD90PSV,NC,38,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1HpmHGIkbOuepWF,AZ,4,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_svgbBzrYLHFAG7D,NM,36,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3iqHswHSbg3Gbef,PA,45,Suburb,Other,Wiccan,,,European/Causasian,,,,,,
R_x4lNQK7C1gDFtTz,KY,20,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_CaHLyiTsDHsbD7X,NY,37,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_245HYxKzGEE1Vr6,KS,19,Suburb,Jewish,,,,European/Causasian,,,,,,
R_sU4x81fRYoL2HpT,IN,17,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2AXtgCjU1wRPoRp,ID,15,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3ENhwnB3iJec5RG,ID,15,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1EYw3FTHtsA790d,NC,38,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,,,,white
R_559t8ZOGJOAC0y5,KY,20,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_22qVJYOu10t8Nz7,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2THledmTGxUwt5k,WI,58,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_xm6vGNmNsW2AlEd,CO,7,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2YStOKeVfAsD6DH,GA,12,Suburb,Spiritual practice not associated with a specific religion,,,Asian,European/Causasian,,,,,,
R_0eQUwMiLDVR7VG9,NY,37,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1NsIEawBBs4gONS,LA,21,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2OOvflSOATOXkC8,PA,45,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3I0gI7T9jy9osgm,NH,34,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3GoWNQlJ2Tvnns5,SC,48,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_30csbYwhjlEeBpT,IN,17,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2c7AhRX1ww8rhkR,TX,51,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_3qg4LOPHGiwfJzr,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_32JF459Dp6rG9cK,NC,38,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_22yLLpGSC5Ba6ub,TX,51,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_2ZNTuzLdW9iBJsB,MA,25,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_Zyj7U5zeVMJWMCt,MA,25,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2XgtqYDP5umnUBA,CO,7,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3UDaNluoaKx90UV,NJ,35,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_2qmkMbvOAe4EaED,IL,16,Suburb,Muslim,,,Asian,,Indian,,,,,
R_3koGCSlEqh7OEIP,GA,12,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3MJA0i0eBzWIIia,PA,45,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3ktBIN5I5HjQWna,OH,41,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2EB4sTMaVcWI82T,IN,17,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2B4nGwacYJAxfeE,SD,49,Suburb,Hindu,,,,,Indian,,,,,
R_12mS5oi0a1JxTww,TX,51,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2S5Y0DdpyK1Uj20,MD,23,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2tKV7amepksaYsl,OH,41,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3DbG404SAK426qg,VA,54,Suburb,Do not actively practice a particular religion,,,Asian,,,,,,,
R_3ldfaAA1i0p3iaB,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_9vosH83ezCvzDfX,MO,30,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1NkUMiGmTMe2bWI,FL,11,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_PIq5jE5XDKnKGd3,NJ,35,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1MS26nRVICiHCUI,OK,42,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3dS1ypXswWXdjqY,VA,54,City,Buddhist,,,,European/Causasian,,,,,,
R_1FQeUshqTRQM6uA,TX,51,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1gucuWpIdGgAo5I,NC,38,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_10u9XDR3KniiONP,WV,57,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2sQNhoMSLrFmiIM,PA,45,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_0ewFihtp9FkfFWV,AL,1,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2QXavLxf1XNZQ4g,MI,26,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_SP3eTKtgWhA3hex,IN,17,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1IXCEwUjwLdrp21,NY,37,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_217co3LY6H8MP0x,MI,26,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_ANWL92csGmuIo2R,VA,54,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3kGIUg3KHnU27JD,NJ,35,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1ihtMaVyDQhJSNk,OK,42,Rural area,"Christian (Catholic, Protestant, etc.)",,,,,,,,Native American,,
R_3HiSgP1EgMpgJiv,PA,45,Rural area,Do not actively practice a particular religion,,,Asian,,,,,,,
R_2tGtCkbjPDxWCbP,TN,50,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1hYVhodYqkWjA55,KY,20,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_2c01AW8jPemc3HE,TX,51,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2zUziVuSS5x5VtG,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_3erIbZyuO4ma2BV,GA,12,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3s5lNJaMmjk7H0N,IL,16,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_9oQKD6FiOcC7lo5,MI,26,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
